budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,combined_features
30000000,Action Drama Western,http://jessejamesmovie.warnerbros.com/,4512,"[{'id': 627, 'name': 'killing'}, {'id': 3494, 'name': 'admiration'}, {'id': 3607, 'name': 'hold-up robbery'}, {'id': 4277, 'name': 'to shoot dead'}, {'id': 5614, 'name': 'idol'}, {'id': 5900, 'name': 'missouri'}, {'id': 6007, 'name': 'media'}, {'id': 9910, 'name': 'jesse james'}, {'id': 13001, 'name': 'cowardliness'}, {'id': 18035, 'name': 'family'}, {'id': 18036, 'name': 'coward'}]",en,The Assassination of Jesse James by the Coward Robert Ford,"Outlaw Jesse James is rumored be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",35.53352,"[{""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Alberta Film Entertainment"", ""id"": 3997}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Jesse Films Inc."", ""id"": 11252}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-09-02,14711793,160.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Beyond the myth lies America's greatest betrayal,The Assassination of Jesse James by the Coward Robert Ford,7.0,776,"Outlaw Jesse James is rumored be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status. Action Drama Western killing admiration hold-up robbery to shoot dead idol missouri media jesse james cowardliness family coward"
30000000,Adventure Drama Action History War,http://www.1911movie.com/,76349,"[{'id': 779, 'name': 'martial arts'}, {'id': 1938, 'name': 'sword'}, {'id': 2020, 'name': 'revolution'}, {'id': 11221, 'name': 'blood'}, {'id': 12371, 'name': 'gunfight'}, {'id': 14687, 'name': 'extreme violence'}, {'id': 14707, 'name': 'brutality'}, {'id': 18543, 'name': 'combat'}]",zh,辛亥革命,"At the beginning of the 20th century, China is in a state of crisis. The country is split into warring factions, the citizens are starving, and recent political reforms have made matters worse, not better. The ruling Qing Dynasty, led by a seven-year-old emperor, and his ruthless mother, Empress Dowager Longyu is completely out of touch after 250 years of unquestioned power. Huang Xing has recently returned from Japan, where he has studied the art of modern warfare. When he finds his country falling apart, he feels he has no choice but to pick up the sword.",4.065212,"[{""name"": ""Variance Films"", ""id"": 15071}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]",2011-07-03,108348,125.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fall of the Last Empire,1911,5.0,41,"At the beginning of the 20th century, China is in a state of crisis. The country is split into warring factions, the citizens are starving, and recent political reforms have made matters worse, not better. The ruling Qing Dynasty, led by a seven-year-old emperor, and his ruthless mother, Empress Dowager Longyu is completely out of touch after 250 years of unquestioned power. Huang Xing has recently returned from Japan, where he has studied the art of modern warfare. When he finds his country falling apart, he feels he has no choice but to pick up the sword. Adventure Drama Action History War martial arts sword revolution blood gunfight extreme violence brutality combat"
30000000,Action Thriller Crime,http://www.machinegunpreacher.org/movie/,45610,"[{'id': 3058, 'name': 'underage soldier'}, {'id': 179431, 'name': 'duringcreditsstinger'}]",en,Machine Gun Preacher,"The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers.",13.268936,"[{""name"": ""Mpower Pictures"", ""id"": 5294}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""1984 Private Defense Contractors"", ""id"": 8532}, {""name"": ""Virgin Produced"", ""id"": 8852}, {""name"": ""Moonlighting Films"", ""id"": 9137}, {""name"": ""Apparatus Productions"", ""id"": 11956}, {""name"": ""GG Filmz"", ""id"": 11957}, {""name"": ""ITS Capital"", ""id"": 11958}, {""name"": ""Merlina Entertainment"", ""id"": 11959}, {""name"": ""MGP Productions"", ""id"": 11960}, {""name"": ""Safady Entertainment"", ""id"": 11961}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-23,2527904,129.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hope is the greatest weapon of all,Machine Gun Preacher,6.4,286,"The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers. Action Thriller Crime underage soldier duringcreditsstinger"
0,Animation Family Comedy,http://www.kdt.film.de/,50135,"[{'id': 9862, 'name': 'dam'}, {'id': 15097, 'name': 'shark'}, {'id': 18165, 'name': 'animal'}, {'id': 231121, 'name': 'hoover dam'}, {'id': 234364, 'name': 'crane the bird'}]",de,Konferenz der Tiere,"A group of animals waiting for the annual flood they rely on for food and water discover that the humans, who have been destroying their habitats have built a dam for a leisure resort. The animals endeavour to save the delta and send a message to the humans not to interfere with nature.",8.010046,"[{""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Ambient Entertainment GmbH"", ""id"": 8104}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2010-10-07,0,93.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,,Animals United,5.5,90,"A group of animals waiting for the annual flood they rely on for food and water discover that the humans, who have been destroying their habitats have built a dam for a leisure resort. The animals endeavour to save the delta and send a message to the humans not to interfere with nature. Animation Family Comedy dam shark animal hoover dam crane the bird"
30000000,Fantasy Adventure Animation,http://www.savvafilm.com/,367961,"[{'id': 5331, 'name': 'village'}, {'id': 13031, 'name': 'creature'}, {'id': 14643, 'name': 'battle'}, {'id': 15149, 'name': 'monkey'}, {'id': 18136, 'name': 'hyena'}]",ru,Савва. Сердце воина,A fairytale about a grand life journey of a 10-year old boy Savva devoted to help his Mom and fellow village people to break free from the vicious hyenas.,2.625594,"[{""name"": ""Art Pictures Studio"", ""id"": 3451}]","[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}]",2015-11-12,0,85.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,You need only wish with all of your heart!,Savva. Heart of the Warrior,6.4,7,A fairytale about a grand life journey of a 10-year old boy Savva devoted to help his Mom and fellow village people to break free from the vicious hyenas. Fantasy Adventure Animation village creature battle monkey hyena
19000000,Adventure Animation Comedy Fantasy,http://www.sausagepartymovie.com,223702,"[{'id': 1545, 'name': 'supermarket'}, {'id': 8508, 'name': 'party'}, {'id': 9956, 'name': 'sausage'}, {'id': 10637, 'name': 'food'}, {'id': 11500, 'name': 'anthropomorphism'}, {'id': 18049, 'name': 'sex scene'}, {'id': 155707, 'name': 'musical number'}, {'id': 161919, 'name': 'adult animation'}, {'id': 168867, 'name': 'grocery store'}, {'id': 228646, 'name': 'gum'}]",en,Sausage Party,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.",66.242737,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}, {""name"": ""Sony Pictures Entertainment"", ""id"": 5752}, {""name"": ""Annapurna Pictures"", ""id"": 13184}, {""name"": ""Point Grey Pictures"", ""id"": 16615}, {""name"": ""Nitrogen Studios Canada"", ""id"": 46875}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-07-11,140752617,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Always use condiments,Sausage Party,5.6,2238,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store. Adventure Animation Comedy Fantasy supermarket party sausage food anthropomorphism sex scene musical number adult animation grocery store gum"
29000000,Comedy,http://www.thebossfilm.com/,323676,"[{'id': 4021, 'name': 'business woman'}, {'id': 156121, 'name': 'ex-con'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 209788, 'name': 'girl scouts'}]",en,The Boss,"A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",20.55509,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-04-07,78636257,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Watch your assets,The Boss,5.5,431,"A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget. Comedy business woman ex-con duringcreditsstinger girl scouts"
28000000,Animation Family Comedy Adventure Fantasy Romance,http://movies.disney.com/aladdin,812,"[{'id': 2343, 'name': 'magic'}, {'id': 4344, 'name': 'musical'}, {'id': 6513, 'name': 'cartoon'}, {'id': 7376, 'name': 'princess'}, {'id': 9673, 'name': 'love'}, {'id': 10267, 'name': 'comedy'}, {'id': 10336, 'name': 'animation'}, {'id': 15149, 'name': 'monkey'}, {'id': 173259, 'name': 'arab'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 190536, 'name': 'genie'}, {'id': 234183, 'name': 'animal sidekick'}]",en,Aladdin,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.",92.982009,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-11-25,504050219,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Wish granted!,Aladdin,7.4,3416,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land. Animation Family Comedy Adventure Fantasy Romance magic musical cartoon princess love comedy animation monkey arab aftercreditsstinger genie animal sidekick"
28000000,Drama Music,http://www.straightouttacompton.com/,277216,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 740, 'name': 'aids'}, {'id': 796, 'name': 'police brutality'}, {'id': 897, 'name': 'rap music'}, {'id': 898, 'name': 'hip-hop'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 2016, 'name': 'vandalism'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 2334, 'name': 'nightclub'}, {'id': 2930, 'name': 'freedom of speech'}, {'id': 4108, 'name': 'protest'}, {'id': 4562, 'name': 'rapper'}, {'id': 4741, 'name': 'recording contract'}, {'id': 5626, 'name': 'from rags to riches'}, {'id': 6093, 'name': 'assault'}, {'id': 6564, 'name': 'terminal illness'}, {'id': 7312, 'name': 'road trip'}, {'id': 9672, 'name': 'based on true story'}, {'id': 9932, 'name': 'feud'}, {'id': 10726, 'name': 'gang'}, {'id': 10776, 'name': 'marijuana'}, {'id': 11148, 'name': 'police chase'}, {'id': 11612, 'name': 'hospital'}, {'id': 12425, 'name': 'racism'}, {'id': 12670, 'name': 'los angeles'}, {'id': 13142, 'name': 'gangster'}, {'id': 156158, 'name': 'racial slur'}, {'id': 157499, 'name': 'mother son relationship'}, {'id': 158111, 'name': 'no opening credits'}, {'id': 160497, 'name': 'wrongful arrest'}, {'id': 163764, 'name': 'death of brother'}, {'id': 169213, 'name': 'milwaukee wisconsin'}, {'id': 169590, 'name': 'police raid'}, {'id': 178036, 'name': 'police harassment'}, {'id': 178929, 'name': 'detroit michigan'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 187903, 'name': 'gangster rap'}, {'id': 195162, 'name': 'record company'}, {'id': 208289, 'name': '1980s'}, {'id': 217467, 'name': 'music tour'}, {'id': 217469, 'name': 'reference to rodney king'}, {'id': 217474, 'name': 'intimidation by police'}, {'id': 217475, 'name': 'los angeles riots'}, {'id': 217482, 'name': 'compton california'}]",en,Straight Outta Compton,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",61.76233,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Broken Chair Flickz"", ""id"": 63924}, {""name"": ""Crucial Films"", ""id"": 63925}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-13,201634991,147.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Story of N.W.A.,Straight Outta Compton,7.7,1355,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today. Drama Music brother brother relationship aids police brutality rap music hip-hop wife husband relationship vandalism drug dealer nightclub freedom of speech protest rapper recording contract from rags to riches assault terminal illness road trip based on true story feud gang marijuana police chase hospital racism los angeles gangster racial slur mother son relationship no opening credits wrongful arrest death of brother milwaukee wisconsin police raid police harassment detroit michigan duringcreditsstinger gangster rap record company 1980s music tour reference to rodney king intimidation by police los angeles riots compton california"
28000000,Adventure Action,http://www.indianajones.com,87,"[{'id': 483, 'name': 'riddle'}, {'id': 1454, 'name': 'treasure'}, {'id': 2860, 'name': 'heart'}, {'id': 4062, 'name': 'skeleton'}, {'id': 6956, 'name': 'treasure hunt'}, {'id': 13006, 'name': 'torture'}, {'id': 14819, 'name': 'violence'}, {'id': 15149, 'name': 'monkey'}, {'id': 34117, 'name': 'cult film'}, {'id': 41586, 'name': 'archaeologist'}, {'id': 162767, 'name': 'thuggee'}, {'id': 167106, 'name': 'conveyor belt'}, {'id': 174465, 'name': 'mine car'}, {'id': 174468, 'name': 'rope bridge'}, {'id': 174469, 'name': 'belching'}, {'id': 174472, 'name': 'child driving a car'}, {'id': 174476, 'name': 'eating brains'}, {'id': 174480, 'name': 'splits'}, {'id': 176731, 'name': 'indiana jones'}, {'id': 184134, 'name': 'archeology\xa0'}]",en,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",66.976776,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-05-23,333000000,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""si"", ""name"": """"}]",Released,If adventure has a name... it must be Indiana Jones.,Indiana Jones and the Temple of Doom,7.1,2781,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace. Adventure Action riddle treasure heart skeleton treasure hunt torture violence monkey cult film archaeologist thuggee conveyor belt mine car rope bridge belching child driving a car eating brains splits indiana jones archeology "
29000000,Comedy Drama,http://www.florencefosterjenkinsmovie.com/,315664,"[{'id': 2199, 'name': 'opera'}, {'id': 5565, 'name': 'biography'}, {'id': 235768, 'name': 'singing false'}]",en,Florence Foster Jenkins,"The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice.",19.237254,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Qwerty Films"", ""id"": 892}, {""name"": ""Path\u00e9"", ""id"": 7981}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-06,48902953,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"People may say I couldn't sing, but no one can say I didn't sing",Florence Foster Jenkins,6.6,392,"The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice. Comedy Drama opera biography singing false"
28000000,Comedy Drama,http://www.thebigshortmovie.com/,318846,"[{'id': 974, 'name': 'bank'}, {'id': 4373, 'name': 'fraud'}, {'id': 5565, 'name': 'biography'}, {'id': 5636, 'name': 'wall street'}, {'id': 6118, 'name': 'finances'}, {'id': 9672, 'name': 'based on true story'}, {'id': 11321, 'name': 'animated sequence'}, {'id': 11687, 'name': 'breaking the fourth wall'}, {'id': 18040, 'name': 'loan'}, {'id': 165193, 'name': 'financial crisis'}, {'id': 179867, 'name': 'real estate'}, {'id': 188072, 'name': 'mortgage'}]",en,The Big Short,The men who made millions from a global economic meltdown.,57.518472,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Regency Enterprises"", ""id"": 508}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-12-11,133346506,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This is a true story.,The Big Short,7.3,2607,The men who made millions from a global economic meltdown. Comedy Drama bank fraud biography wall street finances based on true story animated sequence breaking the fourth wall loan financial crisis real estate mortgage
0,Music Comedy Drama,http://www.takingwoodstockthemovie.co.uk/,26320,"[{'id': 6579, 'name': 'music festival'}, {'id': 10183, 'name': 'independent film'}, {'id': 187249, 'name': 'catskills'}, {'id': 187250, 'name': 'dog tags'}]",en,Taking Woodstock,"The story of Elliot Tiber and his family, who inadvertently played a pivotal role in making the famed Woodstock Music and Arts Festival into the happening that it was. When Elliot hears that a neighboring town has pulled the permit on a hippie music festival, he calls the producers thinking he could drum up some much-needed business for his parents' run-down motel. Three weeks later, half a million people are on their way to his neighbor’s farm in White Lake, New York, and Elliot finds himself swept up in a generation-defining experience that would change his life–and American culture–forever.",11.870161,"[{""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-03,0,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Generation Began In His Backyard.,Taking Woodstock,6.2,127,"The story of Elliot Tiber and his family, who inadvertently played a pivotal role in making the famed Woodstock Music and Arts Festival into the happening that it was. When Elliot hears that a neighboring town has pulled the permit on a hippie music festival, he calls the producers thinking he could drum up some much-needed business for his parents' run-down motel. Three weeks later, half a million people are on their way to his neighbor’s farm in White Lake, New York, and Elliot finds himself swept up in a generation-defining experience that would change his life–and American culture–forever. Music Comedy Drama music festival independent film catskills dog tags"
28000000,Fantasy Horror Action,http://www.dawnofthedeadmovie.net/,924,"[{'id': 972, 'name': 'refugee'}, {'id': 1583, 'name': 'mass murder'}, {'id': 1912, 'name': 'habor'}, {'id': 1926, 'name': 'car journey'}, {'id': 2081, 'name': 'department store'}, {'id': 2583, 'name': 'blackout'}, {'id': 2776, 'name': 'bus ride'}, {'id': 3725, 'name': 'pregnancy and birth'}, {'id': 3737, 'name': 'dying and death'}, {'id': 4197, 'name': 'bite'}, {'id': 4277, 'name': 'to shoot dead'}, {'id': 4376, 'name': 'lorry'}, {'id': 4531, 'name': 'munition'}, {'id': 4682, 'name': 'basement garage'}, {'id': 5369, 'name': 'guard'}, {'id': 12377, 'name': 'zombie'}, {'id': 15162, 'name': 'dog'}, {'id': 33885, 'name': 'car'}, {'id': 179431, 'name': 'duringcreditsstinger'}]",en,Dawn of the Dead,"A group of surviving people take refuge in a shopping center after the world has been over taken over by aggressive, flesh-eating zombies. A remake of the 1978 zombie film of the same name.",44.529429,"[{""name"": ""New Amsterdam Entertainment"", ""id"": 572}, {""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""Metropolitan Filmexport"", ""id"": 656}, {""name"": ""Toho-Towa"", ""id"": 657}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-03-19,102356381,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,"When the undead rise, civilization will fall.",Dawn of the Dead,6.8,1016,"A group of surviving people take refuge in a shopping center after the world has been over taken over by aggressive, flesh-eating zombies. A remake of the 1978 zombie film of the same name. Fantasy Horror Action refugee mass murder habor car journey department store blackout bus ride pregnancy and birth dying and death bite to shoot dead lorry munition basement garage guard zombie dog car duringcreditsstinger"
28000000,Adventure Action Thriller,http://www.mgm.com/view/movie/695/For-Your-Eyes-Only/,699,"[{'id': 212, 'name': 'london england'}, {'id': 339, 'name': 'submarine'}, {'id': 392, 'name': 'england'}, {'id': 658, 'name': 'sea'}, {'id': 782, 'name': 'assassin'}, {'id': 1262, 'name': 'mountains'}, {'id': 1568, 'name': 'undercover'}, {'id': 2070, 'name': 'olympic games'}, {'id': 2149, 'name': 'drug traffic'}, {'id': 3269, 'name': 'secret mission'}, {'id': 3272, 'name': 'secret intelligence service'}, {'id': 3278, 'name': 'kgb'}, {'id': 3343, 'name': 'coral reef'}, {'id': 3476, 'name': 'ski jump'}, {'id': 3478, 'name': 'parrot'}, {'id': 3481, 'name': 'cryptographic device'}, {'id': 3483, 'name': 'gang of smugglers'}, {'id': 10671, 'name': 'figure skating'}, {'id': 14735, 'name': 'motorcycle'}, {'id': 41592, 'name': 'monastery'}, {'id': 156095, 'name': 'british secret service'}, {'id': 159558, 'name': 'skiing'}]",en,For Your Eyes Only,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.,26.090746,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-06-23,195312802,127.0,"[{""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,"No one comes close to James Bond, 007.",For Your Eyes Only,6.3,490,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first. Adventure Action Thriller london england submarine england sea assassin mountains undercover olympic games drug traffic secret mission secret intelligence service kgb coral reef ski jump parrot cryptographic device gang of smugglers figure skating motorcycle monastery british secret service skiing
28000000,Comedy,http://noreservationsmovie.warnerbros.com/,3638,"[{'id': 131, 'name': 'italy'}, {'id': 271, 'name': 'competition'}, {'id': 936, 'name': 'loss of mother'}, {'id': 1578, 'name': 'loss of sister'}, {'id': 1605, 'name': 'new love'}, {'id': 1650, 'name': 'cook'}, {'id': 1918, 'name': 'cooking'}, {'id': 1946, 'name': 'restaurant'}, {'id': 2182, 'name': 'bars and restaurants'}, {'id': 2784, 'name': 'mother role'}, {'id': 3739, 'name': 'funeral'}, {'id': 3914, 'name': 'kitchen'}, {'id': 164657, 'name': 'perfectionist'}]",en,No Reservations,"Master chef Kate Armstrong runs her life and her kitchen with intimidating intensity. However, a recipe for disaster may be in the works when she becomes the guardian of her young niece while crossing forks with the brash sous-chef who just joined her staff. Though romance blooms in the face of rivalry, Kate needs to look outside the kitchen to find true happiness.",15.794946,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Storefront Pictures"", ""id"": 7747}, {""name"": ""WV Films III"", ""id"": 12202}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-07-25,92601050,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Life isn't always made to order.,No Reservations,6.1,327,"Master chef Kate Armstrong runs her life and her kitchen with intimidating intensity. However, a recipe for disaster may be in the works when she becomes the guardian of her young niece while crossing forks with the brash sous-chef who just joined her staff. Though romance blooms in the face of rivalry, Kate needs to look outside the kitchen to find true happiness. Comedy italy competition loss of mother loss of sister new love cook cooking restaurant bars and restaurants mother role funeral kitchen perfectionist"
28000000,Action Adventure Comedy,http://30minutesorless.com/,62206,"[{'id': 3330, 'name': 'pizza delivery'}, {'id': 4414, 'name': 'adventure'}, {'id': 5983, 'name': 'pizza boy'}, {'id': 9791, 'name': 'number in title'}, {'id': 10267, 'name': 'comedy'}, {'id': 179430, 'name': 'aftercreditsstinger'}]",en,30 Minutes or Less,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...",25.039383,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2011-08-11,40547440,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,A lot can happen in 30 minutes.,30 Minutes or Less,5.6,531,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else... Action Adventure Comedy pizza delivery adventure pizza boy number in title comedy aftercreditsstinger"
28000000,Family Comedy,http://movies.disney.com/alexander-and-the-terrible-horrible-no-good-very-bad-day/,218778,"[{'id': 818, 'name': 'based on novel'}, {'id': 3489, 'name': 'job interview'}, {'id': 4671, 'name': 'bad luck'}, {'id': 4896, 'name': 'wish'}, {'id': 15068, 'name': 'one day'}, {'id': 15101, 'name': ""based on children's book""}, {'id': 206741, 'name': ""driver's test""}]",en,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.",22.14595,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Jim Henson Company, The"", ""id"": 6254}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-08,100654149,81.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One day can change everything.,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493,"Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day. Family Comedy based on novel job interview bad luck wish one day based on children's book driver's test"
